Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59797,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Pinhey, E.",,,,59797,,,,,1–64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Samways, M.J.",,,,59797,,,,,13–62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"May, L.M. and Dijkstra, K.-D.B.",,,,59797,,,,,,,,,,,,,Key to the African damselflies formerly classified as <i>Enallagma</i>,Journal Article,,in prep.,2005
Assessment,,,"May, L.M. and Dijkstra, K.-D.B.",,,,59797,,,,,,,,,,,,,Key to the African damselflies formerly classified as <i>Enallagma</i>,Journal Article,,in prep.,prep
Assessment,,,"May, L.M. and Dijkstra, K.-D.B.",,,,59797,,,,,,,,,,,,,Key to the African damselflies formerly classified as <i>Enallagma</i>,Journal Article,,,2006
Assessment,,,"Pinhey, E.",,,,59797,,,,,,London,British Museum (Natural History),,,,,,A survey of the dragonflies of Eastern Africa,Book,,,1961
Assessment,,,"May, L.M.",,,,59797,,,,,387–408,,,,Systematic Entomology,,,,Phylogeny and taxonomy of the damselfly genus <i>Enallagma</i> and related taxa (Odonata: Zygoptera: Coenagrionidae),Journal Article,,27,2002
Assessment,,,"Samways, M.J.",,,,59797,,,,,151-171,,,,Odonatologica,,,Published,Red Listed Odonata Species of Africa,journal article,,31,2002
Assessment,,,"Pinhey, E.",,,,59797,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59797,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59797,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,59797,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,IUCN,04-May-06,,,59797,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,,"Groombridge, B.",,,,59755,,,,,,"Gland, Switzerland and Cambridge, UK",IUCN,,,,,Published,1994 IUCN Red List of Threatened Animals,edited book,,,1994
Assessment,,4467,"Samways, M.",,,,59755,,,,,,Journal,,,,,,,Red Listed Odonata Species of Africa.,rldb,,,2002
Assessment,,6884,"Dijkstra, K.-D.B.",,,,59755,,,,,,Journal,,,,,,,"Fooled by the double: Brachythemis liberiensis is Parazyxomma flavicans, with a note on the Zyxommatini (Odonata: Libellulidae)",rldb,,,2003
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59755,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,,IUCN,,,,59755,,,,,,"Gland, Switzerland and Cambridge, UK",,,,,,Published,1990 IUCN Red List of Threatened Animals,book,,,1990
Assessment,,,"Baillie, J. and Groombridge, B.",,,,59755,,threatened fishes; conservation,,,378,"Gland, Switzerland and Cambridge, UK",International Union for Conservation of Nature,,,,,Published,1996 IUCN Red List of Threatened Animals,edited book,,,1996
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59755,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Longfield, C.",,,,59755,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Poll, M.",,,,59755,,,III. Fasc. 5. B,,537-539,Bruxelles.,Institut des sciences naturelles de Belgique.,,Poissons Cichlidae,,,,Exploration hydrobiologique du lac Tanganyika,Book Section,,,1956
Assessment,,,"Dijkstra, K.-D.B.",,,,59755,,,1,,17–21,,,,International Journal of Odonatology,,,,"Fooled by the double: <i>Brachythemis liberiensis</i> is <i>Parazyxomma flavicans</i>, with a note on the Zyxommatini (Odonata: Libellulidae)",Journal Article,,6,2003
Assessment,,,"Ris, F.",,,,59755,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Samways, M.J.",,,,59755,,,,,151-171,,,,Odonatologica,,,Published,Red Listed Odonata Species of Africa,journal article,,31,2002
Assessment,,,"Pinhey, E.",,,,59755,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,59755,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,59755,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,59755,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59755,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,59755,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,59755,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,59755,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,59755,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,59755,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,59755,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,59755,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,59755,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59755,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59755,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,59755,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,59755,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,59755,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,59755,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,59755,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,59755,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,59755,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,6723,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59866,,,,,,,,,Tijdschrift voor Entomologie,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",journal article,,,in prep
Assessment,,"Studies in Afrotropical Zoology (Monograph Series of the Africa Museum in Tervuren, Belgium)","Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59866,,,,,1-264,,,,Studies in Afrotropical Zoology,,,Published,The Dragonflies and Damselflies of Eastern Africa: Handbook for all Odonata from Sudan to Zimbabwe.,journal article,,298,2014
Assessment,,,"Longfield, C.",,,,59866,,,,,13–42,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part II,Journal Article,,45,1959
Assessment,,,"Ris, F.",,,,59866,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Samways, M.J.",,,,59866,,,,,151-171,,,,Odonatologica,,,Published,Red Listed Odonata Species of Africa,journal article,,31,2002
Assessment,,,"Pinhey, E.",,,,59866,,,,,61-68,,,,Arnoldia,,,Published,Two interesting species of <i>Aeshna</i> Fabricius from Zambia (Odonata: Aeshnidae),journal article,,9,1981
Assessment,,,"Pinhey, E.",,,,59866,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,59866,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,59866,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59866,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,59866,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,59866,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,59866,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,59866,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,59866,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,59866,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,59866,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,59866,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59866,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59866,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,59866,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,59866,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,59866,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,59866,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,59866,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,59866,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,59866,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,,"Longfield, C.",,,,59800,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Samways, M.J.",,,,59800,,,,,13–62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Martin, R.",,,,59800,,,,,19-50,Paris,,,Voyage de Ch. Alluaud et R. Jeannel en Afrique orientale (1911-1912). Résultats scientifiques. Insectes,,,,Insectes Pseudoneuroptères. II. Odonata,Edited Book,,2,1915
Assessment,,,"Ris, F.",,,,59800,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Ris, F.",,,,59800,,,,,149-170,,,,"Sitzungsberichte der königlichen Akademie der Wisseschaften, mathematisch-naturwissenschaftliche Klasse, Abteilung 1, Wien",,,Published,Ergebnisse der mit Subvention aus der Erbschaft Treitl unternommenen zoologischen Forschungsreise Dr. Franz Werner's nach dem ägyptischen Sudan und Nord-Uganda,journal article,,121,1912
Assessment,,,"Pinhey, E.",,,,59800,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,59800,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,59800,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59800,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,59800,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,59800,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
